1
2
3,$_XX,$_yy
97,0.34696992033,0.208368386373
98,0.365043824808,0.320473344121
99,0.412671127414,0.29684935031
100,0.349636642989,0.200314334725
101,0.326675990706,0.230890145473
102,0.447259482946,0.21879218294
103,0.471575742546,0.145391383854
104,0.423411606673,0.185624911995
105,0.284252700442,0.30035683225
106,0.306537947498,0.240617276834
107,0.441931420473,0.208467735698
108,0.424536549615,0.26691174282
109,0.441196913967,0.20943367634
110,0.389239239551,0.226923776742
111,0.34855340927,0.144578554403
112,0.418081921858,0.330051281843
113,0.367836468083,0.194286006377
114,0.426642939822,0.213168483079
115,0.400607149959,0.267789405138
116,0.342787204295,0.2361075749
117,0.241815605036,0.219645225785
118,0.419891834164,0.243839191778
119,0.451267776181,0.215009806605
120,0.317976705931,0.196954547383
121,0.350056028827,0.333045360604
122,0.41469926516,0.254470372489
123,0.440511179517,0.191464886508
124,0.427583182509,0.188144336426
125,0.433820690122,0.207961049182
126,0.255839688234,0.294512445831
127,0.40270423353,0.243544561709
128,0.376422958533,0.214809733584
129,0.402599779822,0.355127522613
130,0.431162783091,0.240991958783
131,0.377853857913,0.267522584291
132,0.33940661588,0.226164859799
133,0.395355996027,0.205925900153
134,0.342604575867,0.249911862523
135,0.378190437046,0.318302060282
136,0.338337537279,0.20742608188
137,0.356029920391,0.231588546843
138,0.310020082032,0.207126068087
139,0.382685578035,0.283830719264
140,0.413670301161,0.167095418165
141,0.400345242406,0.204109651354
142,0.391371905247,0.2062145387
143,0.40597732707,0.178910883318
144,0.381377853848,0.232834786648
145,0.339965874262,0.226208776893
146,0.420067653537,0.281380686761
147,0.378712833001,0.281255918755
148,0.418327097407,0.181861271259
149,0.421917938607,0.282683422749
150,0.329687951745,0.194510084025
151,0.45291715675,0.204064288486
152,0.426699987731,0.325120514984
153,0.293887845323,0.176850516697
154,0.382510773564,0.347227441682
155,0.461985601464,0.217507287271
156,0.313440577455,0.237912800457
157,0.434567722935,0.196269158096
158,0.235116102165,0.243107532184
159,0.211096000553,0.206327274253
160,0.345848270241,0.349513493937
161,0.307470169751,0.334172619477
162,0.413508822508,0.133014520229
163,0.372064372506,0.131737333174
164,0.431154623923,0.216625640275
165,0.248527469347,0.381918914371
166,0.353570593007,0.279856092103
167,0.362421397443,0.286727948681
168,0.325476566251,0.263298055373
169,0.428923994283,0.200416075513
170,0.36661885589,0.251270990154
171,0.340423988245,0.207108749171
172,0.397000344251,0.225716287377
173,0.392798440633,0.205067101396
174,0.420061192043,0.207605512299
175,0.374410353831,0.228963484239
176,0.429515345124,0.264760969731
177,0.338552195012,0.204228702622
178,0.465063433378,0.151152575327
179,0.371024433678,0.247726334288
180,0.425941424301,0.205731928905
181,0.27480169876,0.242493489533
182,0.423543515641,0.264536062908
183,0.258766443931,0.391226476391
184,0.377652885895,0.31416152539
185,0.33257573358,0.256221921968
186,0.464293698396,0.24743292697
187,0.363658834956,0.187065702944
188,0.492019605083,0.281909464505
189,0.475318149905,0.200083067647
190,0.412937014796,0.244484829588
191,0.299980499183,0.269916966318
192,0.204060623849,0.272812142677
193,0.260670547777,0.252397415258
194,0.339573086656,0.229864415559
195,0.334361925121,0.223828372248
196,0.472568102115,0.187248797009
197,0.344119987828,0.272144657138
198,0.39037174103,0.246050582335
199,0.409035233749,0.32044428131
200,0.458974295961,0.238808071873
201,0.284136893271,0.248156841956
202,0.47656029602,0.181895471212
203,0.407089103029,0.153851246302
204,0.324671200067,0.19872829302
205,0.338944112246,0.190644912851
206,0.368508012063,0.224224366818
207,0.397063483427,0.273807802411
208,0.388099726125,0.198218453922
209,0.443885582089,0.187607055067
210,0.337189586912,0.286055778162
211,0.408921321522,0.210009757204
212,0.228724716074,0.29156888395
213,0.352972946507,0.359079764772
214,0.41153422842,0.207150997823
215,0.320299466607,0.30484526047
216,0.453879512409,0.194023158736
217,0.330711603267,0.310843340689
218,0.322883228683,0.373626827498
219,0.345499371899,0.225341727693
220,0.341744475431,0.271674440337
221,0.241791527632,0.273505655193
222,0.353077632267,0.207857201543
223,0.35690506777,0.200827390905
224,0.34838227951,0.220590424128
225,0.418819341615,0.254960523058
226,0.209520771508,0.135499514092
227,0.321348216857,0.344799730437
228,0.503958623904,0.183561768513
229,0.302721028536,0.266702311337
230,0.4054561456,0.167350630619
231,0.428557420153,0.25573171836
232,0.440057342311,0.251243211871
233,0.348357938284,0.219442679788
234,0.0,0.0
235,0.382732457672,0.289382575441
236,0.348132727922,0.274764654496
237,0.263686497305,0.282857516178
238,0.407199940161,0.220231964504
239,0.411584868484,0.223626663788
240,0.431799254939,0.216100998962
241,0.355722643965,0.268122525784
242,0.265176235459,0.276622104914
243,0.299493038895,0.292198431088
244,0.312710226161,0.266565997315
245,0.434491547415,0.203029807517
246,0.451098696243,0.211718538294
247,0.386570790204,0.21398501406
248,0.434677197033,0.17660333678
249,0.305090320003,0.131289045183
250,0.320127998628,0.228376762528
251,0.263950914367,0.297434391199
252,0.41464149351,0.282069859001
253,0.16428534894,0.281281091949
254,0.292886575844,0.242055660466
255,0.422318953476,0.255235657908
256,0.431274162837,0.247707709096
257,0.416495844684,0.24195084802
258,0.432771795688,0.216325779251
259,0.428040585083,0.246660473736
260,0.323411318874,0.256441844416
261,0.390577046482,0.217322799426
262,0.393582201412,0.19998799292
263,0.43973647434,0.218108528488
264,0.289097864958,0.151837479296
265,0.226898187547,0.27325099814
266,0.340177909771,0.230667261408
267,0.445850168383,0.163116639413
268,0.389655564433,0.218593954922
269,0.379006694121,0.332508499914
270,0.432998466116,0.219924291284
271,0.335730022883,0.226768355684
272,0.427909438857,0.194149690701
273,0.313989497557,0.227224795124
274,0.493684944368,0.182100130725
275,0.491854782263,0.165404254833
276,0.282751567244,0.316108491723
277,0.434061372754,0.19925145127
278,0.429721116532,0.237245519775
279,0.392771263996,0.271736705005
280,0.408477864515,0.352542698598
281,0.340091876002,0.253373081605
282,0.428280645062,0.210263192621
283,0.399005419508,0.178893936291
284,0.382401185067,0.277029741154
285,0.339829118369,0.121004747743
286,0.400532877267,0.248662718884
287,0.343834211484,0.281565738376
288,0.345951816874,0.258703806838
289,0.382191802332,0.311205195975
290,0.424796394958,0.280659906084
291,0.323948836267,0.243518783152
292,0.190670895975,0.213515697912
293,0.26720820701,0.2384567579
294,0.445708724105,0.154167138604
295,0.370520005286,0.252937107637
296,0.391078843365,0.273027301319
297,0.36069804078,0.199808507973
298,0.245342685137,0.203351517217
299,0.327037746212,0.196296787866
300,0.425091427948,0.306732769896
301,0.31858524047,0.194150209925
302,0.304213091323,0.189291450754
303,0.327725629173,0.210957872904
304,0.327931436459,0.338795567521
305,0.374895480148,0.293071460216
306,0.421283295306,0.201678709413
307,0.358921673277,0.181836897605
308,0.398107004664,0.28794834841
309,0.371047771845,0.341558698459
310,0.422496337509,0.236622524542
311,0.36166752343,0.252078378598
312,0.342548506241,0.273566231242
313,0.406706874663,0.198046627958
314,0.28411780856,0.155835362074
315,0.307916686377,0.157067275219
316,0.428515174207,0.241479556714
317,0.341341189621,0.222226396229
318,0.364356181149,0.19874167724
319,0.401586797884,0.141947335669
320,0.307384263523,0.264815027765
321,0.392115679485,0.204413557664
322,0.428618970205,0.205856937244
323,0.380107036993,0.252549374053
324,0.372758308056,0.234798454425
325,0.378630515132,0.342592833695
326,0.355358853124,0.144110412807
327,0.413269637069,0.236324731409
328,0.418621187584,0.226206975677
329,0.302122355184,0.33040761928
330,0.411339077767,0.254461249228
331,0.377038355362,0.211947735377
332,0.333613137966,0.181213656635
333,0.37616181863,0.309495876367
334,0.361816804674,0.290602334718
335,0.402460336986,0.245212556815
336,0.308558286703,0.250502664301
337,0.447666668321,0.198556743275
338,0.434136688767,0.271533172171
339,0.431933673166,0.322956108129
340,0.447569928287,0.173164204406
341,0.281882809108,0.273798036684
342,0.435932921229,0.211866967083
343,0.409788611425,0.258264486986
344,0.267001491378,0.22676202986
345,0.346099091109,0.312570052184
346,0.387756871097,0.179669700334
347,0.382489469974,0.199847261673
348,0.475007306066,0.294737761445
349,0.399728969631,0.267630880881
350,0.394030923525,0.318703897043
351,0.31783914292,0.30979977695
352,0.385088852109,0.144890840658
353,0.523707929741,0.125377375727
354,0.435719147416,0.166555226406
355,0.440508192219,0.344098282508
356,0.420293785847,0.275287906618
357,0.404144875604,0.25482784696
358,0.420507502082,0.297559967739
359,0.423352712998,0.174305689721
360,0.401068225557,0.261143239199
361,0.362128639637,0.328163252489
362,0.317633391381,0.155252241614
363,0.404899155047,0.318264111181
364,0.362262439886,0.337762211702
365,0.233170849973,0.202627374648
366,0.263421130628,0.181989553478
367,0.391827010138,0.327528679845
368,0.33421252401,0.398936335436
369,0.349858760739,0.349411652722
370,0.305751979022,0.19701439618
371,0.389850131247,0.187944014925
372,0.418254229513,0.22315348189
373,0.460723117823,0.188476248891
374,0.418189447469,0.235868159906
375,0.330877979186,0.297408077522
376,0.0746599918482,0.121178627398
377,0.336021195092,0.203031764352
378,0.403363582098,0.211711155024
379,0.398296938879,0.216894440962
380,0.323060889034,0.174656622828
381,0.235069940783,0.337876750146
382,0.416862136562,0.221616772853
383,0.389661512453,0.218209165412
384,0.371769895571,0.294601121236
385,0.286404069102,0.293688770002
386,0.352681720076,0.192807485386
387,0.452600692064,0.19892864071
388,0.359801614337,0.132971627151
389,0.359757808097,0.171342734516
390,0.403177685023,0.193811959496
391,0.450124232919,0.16014056365
392,0.363061805714,0.228009029836
393,0.346298421922,0.354435906812
394,0.283988849629,0.273908849552
395,0.349997258932,0.179271617305
396,0.359707686024,0.209407674011
397,0.361268192919,0.286862247251
398,0.336297428169,0.160184901288
399,0.394660685021,0.190240936378
400,0.346415044462,0.234263311561
401,0.254034284403,0.103772753111
402,0.354272395428,0.167696865694
403,0.401909937922,0.250237285368
404,0.463065103152,0.193903921599
405,0.354615889754,0.270034661948
406,0.456740512769,0.219849158041
407,0.431208565408,0.276317071703
408,0.338365037652,0.265138304971
409,0.416936806289,0.290021832103
410,0.403520258367,0.264968766637
411,0.349998510981,0.189767671658
412,0.415222729717,0.247684130839
413,0.466059080379,0.182382156354
414,0.294227542959,0.267455934648
415,0.179426244746,0.203167527874
416,0.34339867855,0.274026897487
417,0.347238500729,0.197114027165
418,0.233818756359,0.189017596752
419,0.395776469885,0.214983871923
420,0.342653695874,0.191598149909
421,0.248287287,0.236700163522
422,0.372270841004,0.194252716867
423,0.333453530607,0.263298631464
424,0.451265175399,0.183545030746
425,0.393396582118,0.188846769293
426,0.30195445085,0.266103400123
427,0.406529277735,0.177283299573
428,0.36521194509,0.246753566925
429,0.413694465063,0.19969446465
430,0.277855982983,0.253386022589
431,0.27589562344,0.24540622038
432,0.575301765451,0.0569091607572
433,0.320216040503,0.228455626706
434,0.315278719973,0.290477557476
435,0.366280465818,0.258912802756
436,0.545041761721,0.112590002623
437,0.386671209664,0.212864269594
438,0.415982626587,0.209680777206
439,0.431775113004,0.228661459122
440,0.381234204161,0.202444805851
441,0.475109410311,0.228404824027
442,0.346747207886,0.345376104502
443,0.392904008939,0.231663700908
444,0.471286257559,0.197094711962
445,0.366542015798,0.265003606309
446,0.30946227275,0.324996339355
447,0.411457021384,0.202073586497
448,0.3899000194,0.201917823174
449,0.371019043769,0.233605525147
450,0.420415469134,0.194746430711
451,0.104014055127,0.337213877557
452,0.395779786033,0.182141604012
453,0.370261987092,0.264851613711
454,0.384594342602,0.214252770314
455,0.40262515401,0.217788047127
456,0.439147299037,0.166292461606
457,0.405708232122,0.205960214003
458,0.36026234779,0.225992951042
459,0.449745699956,0.305689608172
460,0.385520065213,0.18960148408
461,0.356961430793,0.345989315786
462,0.393337004473,0.277713427637
463,0.408142552919,0.210462033705
464,0.212081321147,0.28257153849
465,0.333162368048,0.405339658156
466,0.3569240306,0.252241398321
467,0.476912587252,0.183309688134
468,0.359117796486,0.269191039851
469,0.417380007791,0.251533080825
470,0.341019075113,0.294753763711
471,0.415975614875,0.149040592196
472,0.474453217075,0.179675697692
473,0.367545654511,0.213599414501
474,0.495396349307,0.212940955025
475,0.281098253751,0.257478661106
476,0.326595774784,0.269201312052
477,0.399833340908,0.253941403046
478,0.407481562046,0.243547462969
479,0.389930371241,0.31491699867
480,0.456316665045,0.209497651282
481,0.380822102306,0.321562044662
482,0.310427406886,0.216425840189
483,0.378567441072,0.206685107664
484,0.379473015062,0.263863727444
485,0.353838271308,0.329502084717
486,0.292114164121,0.203842521755
487,0.382757672533,0.284497453007
488,0.436668438728,0.184254922373
489,0.386761447639,0.26265975205
490,0.432469699465,0.230210558698
491,0.312633027281,0.23358517561
492,0.25531101681,0.198166177216
493,0.191274789202,0.26937402215
494,0.433399616607,0.208497559552
495,0.329505726785,0.368038217652
496,0.384805884537,0.210420688363
497,0.393799394356,0.289110723445
498,0.417681168619,0.248682614356
499,0.304917412793,0.19255845642
500,0.588535342827,0.0231206742239
501,0.376954886068,0.343066949697
502,0.441301011805,0.208471516553
503,0.405647449657,0.19948695083
504,0.322106813192,0.306481204785
505,0.280610137908,0.192211748139
506,0.392679764724,0.234660930587
507,0.414696252865,0.251625934827
508,0.412446037024,0.336131818411
509,0.358997990482,0.223645063285
510,0.39128085546,0.281440494226
511,0.428911609625,0.308490425722
512,0.318308023768,0.282516418334
513,0.35251183171,0.147682168668
514,0.384590758267,0.159594456104
515,0.394796342391,0.334674101413
516,0.403372176967,0.325690571095
517,0.394547886792,0.174334943928
518,0.444084130204,0.313246644575
519,0.446050173568,0.185146545793
520,0.446121635617,0.165899515758
521,0.363824099537,0.215614503096
522,0.269558484849,0.285547975632
523,0.37941869256,0.319192718086
524,0.451804024017,0.321211361771
525,0.300307156616,0.282753655758
526,0.443206883294,0.219878341852
527,0.356607390207,0.227581635977
528,0.558854848026,0.10493085766
529,0.36843807435,0.276370402513
530,0.449819089252,0.205600761536
531,0.450947094373,0.170365908914
532,0.443231100514,0.166837378455
533,0.41751111132,0.20698662225
534,0.358533214446,0.18470888591
535,0.421528977677,0.190812278498
536,0.369580005392,0.154287266889
537,0.379630692162,0.264610279051
538,0.32903570483,0.251978041829
539,0.494131767856,0.166524958837
540,0.35278368084,0.196835757123
541,0.486219602898,0.174388275679
542,0.423777249449,0.293739879981
543,0.441202484904,0.316532314256
544,0.292434084278,0.206856440337
545,0.258287880192,0.237689527565
546,0.297095563491,0.256872618968
547,0.335692178111,0.179396199603
548,0.330100044615,0.339521706391
549,0.397742156695,0.28316386794
550,0.395159090411,0.231621576154
551,0.259323996766,0.273561540632
552,0.211776245017,0.254455576563
553,0.375940109777,0.206929023096
554,0.322133174933,0.296725019664
555,0.284049239006,0.309084069989
556,0.427766695064,0.220497444665
557,0.38047114802,0.197142703423
558,0.399671339858,0.355039545859
559,0.423782958238,0.192801291278
560,0.391225751122,0.206865637359
561,0.361757917351,0.22589152508
562,0.406069416007,0.262488067213
563,0.41614760793,0.318211343642
564,0.377503607797,0.347284646316
565,0.432704656473,0.292146349986
566,0.411030981174,0.308593055305
567,0.264941526195,0.230302096895
568,0.391291603068,0.231228103143
569,0.407456871252,0.185213996566
570,0.413601242917,0.239483762306
571,0.403807887241,0.140301927954
572,0.394634996769,0.242720136386
573,0.402554358689,0.255987126625
574,0.342478726394,0.221260146378
575,0.374613785572,0.218721291514
576,0.449067442102,0.242634760864
577,0.417739758681,0.26256344787
578,0.404654702166,0.184586598203
579,0.418490717435,0.197393794805
580,0.25765742191,0.174121835018
581,0.399636252963,0.218739284388
582,0.376652019415,0.13564442636
583,0.370755383334,0.257719585697
584,0.418360009477,0.268400456823
585,0.249905751533,0.430648015119
586,0.332946008434,0.308314117583
587,0.436496599123,0.205104387486
588,0.385471065698,0.366904182494
589,0.416417367966,0.29694192589
590,0.220769419854,0.245620513725
591,0.460245355445,0.162022274191
592,0.410524148195,0.27868706754
593,0.453394353669,0.208007255283
594,0.230887506335,0.244915460914
595,0.545782283906,0.113070908983
596,0.2864762142,0.339654789174
597,0.353024191378,0.270825552702
598,0.387325984083,0.267022362835
599,0.315612547745,0.17756973951
600,0.288108203633,0.203156556838
601,0.293626407007,0.223517292229
602,0.43567699962,0.317131697534
603,0.461650394932,0.133481606451
604,0.395168469399,0.286205556729
605,0.433479018251,0.113362582809
606,0.405133936933,0.241496351238
607,0.529127136721,0.143014878697
608,0.415468209345,0.245940360933
609,0.289437813682,0.274059265089
610,0.461700336083,0.222695338385
611,0.388582268369,0.215467264261
612,0.191716533694,0.182694535949
613,0.432560054473,0.167760842055
614,0.293468299396,0.255183214422
615,0.422174773537,0.171548482997
616,0.403664575047,0.164561167614
617,0.312004104748,0.180090127622
618,0.209139913558,0.232286149542
619,0.349594882754,0.233724748214
620,0.305919345984,0.296415807339
621,0.451946548242,0.211886566058
622,0.414727425171,0.284617352107
623,0.481285728186,0.179747083433
624,0.302721526912,0.286801916825
625,0.514347715497,0.173529466583
626,0.341094620258,0.263238691116
627,0.318014079682,0.22517428344
628,0.235303217788,0.303866401238
629,0.379927787954,0.247545180303
630,0.458712035237,0.211053037178
631,0.360155601622,0.285405630443
632,0.452974143243,0.210691796709
633,0.409749425976,0.241611840354
634,0.40799551457,0.285734724154
635,0.456874438795,0.202974294508
636,0.398065733809,0.210698766089
637,0.384491317417,0.253580895306
638,0.451810679134,0.181729984415
639,0.384565621179,0.224166323984
640,0.461842521733,0.251885305331
641,0.402096390518,0.313822212366
642,0.436932116155,0.269642184421
643,0.382859573304,0.20521242928
644,0.317425380985,0.243039421978
645,0.451926582607,0.201761565493
646,0.361081037896,0.218145299377
647,0.417233572255,0.228960786973
648,0.397438904857,0.296637799159
649,0.491498822795,0.145727520074
650,0.348795646606,0.173387212313
651,0.275626715931,0.239430900791
652,0.348761445378,0.200122823727
653,0.327551181389,0.216280783446
654,0.335523625336,0.302939910948
655,0.453981452417,0.203646691425
656,0.440608539873,0.168001373399
657,0.381947752601,0.182460115502
658,0.366400711759,0.241919587631
659,0.439288742508,0.170307872718
660,0.398174715888,0.223145716229
661,0.278278643371,0.206150253472
662,0.435629075735,0.183977378961
663,0.244492250068,0.225904257271
664,0.360025497038,0.390263348565
665,0.312061026654,0.229914937251
666,0.378680006694,0.345581779762
667,0.228228026391,0.269818206966
668,0.258957538229,0.33454085308
669,0.280229075293,0.276085314631
670,0.397819278278,0.253471777555
671,0.362643525573,0.255649574228
672,0.364399733058,0.363988664085
673,0.414117564913,0.283193557744
674,0.356881716618,0.218997468405
675,0.345423918651,0.293079292459
676,0.29484406026,0.235344158291
677,0.439492065927,0.16948877927
678,0.369958179044,0.365897259096
679,0.224687457091,0.286011270902
680,0.374500405248,0.368976926452
681,0.371005259889,0.268988835828
682,0.383430340991,0.329343998161
683,0.456614024017,0.219218164892
684,0.452323742632,0.211253851456
685,0.369224575613,0.124647733132
686,0.463210391816,0.19099577534
687,0.333087014938,0.300692936859
688,0.373380704053,0.253623497474
689,0.391499737864,0.233158394998
690,0.405160245885,0.343294121248
691,0.326579496709,0.182016893617
692,0.442392634243,0.189063898994
693,0.45690020631,0.181893551952
694,0.322765000731,0.160595841046
695,0.288118312918,0.296672848479
696,0.379741311582,0.242945527852
697,0.321615581821,0.416305638511
698,0.32059240786,0.202992577203
699,0.317989209587,0.26850683984
700,0.481802408953,0.181406389292
701,0.271923542925,0.272770553917
702,0.352185544918,0.221619330804
703,0.531424987597,0.129919320652
704,0.330174295745,0.220214098228
705,0.354499413586,0.242771026048
706,0.333433391524,0.201687676483
707,0.358944314125,0.267851689594
708,0.287294298376,0.293744530577
709,0.471989307975,0.218611016381
710,0.408870283297,0.218934242344
711,0.405001778861,0.290968751786
712,0.544265964344,0.180792060424
713,0.365930991966,0.173421646216
714,0.383609621504,0.31517906235
715,0.350315498116,0.19578779447
716,0.316486506303,0.181873528041
717,0.370240594611,0.241456767846
718,0.355243442903,0.291194329774
719,0.36210374309,0.159605665052
720,0.450962321009,0.233109534855
721,0.233292682559,0.165085541488
722,0.250092775696,0.192716801535
723,0.391353420415,0.305929621557
724,0.35609925519,0.211499900276
725,0.384451941718,0.291719969479
726,0.417022672548,0.25520335191
727,0.357668890148,0.219118502494
728,0.353604611417,0.221340007045
729,0.346490191573,0.279004611011
730,0.40386699122,0.298921919724
731,0.376300322939,0.283136082622
732,0.338553333604,0.212562779052
733,0.372585678124,0.252439892394
734,0.390521036808,0.262826169735
735,0.482930713654,0.187687126854
736,0.376482914789,0.218702856895
737,0.41574896693,0.270901927496
738,0.269707596151,0.263393399573
739,0.389589132847,0.158463702731
740,0.411937195477,0.261046966101
741,0.419513315288,0.225065822727
742,0.355589446764,0.22191046778
743,0.400613059819,0.272662323352
744,0.384902843543,0.18479871912
745,0.417104111124,0.271110452855
746,0.272494072893,0.305619956122
747,0.420734223509,0.15036304948
748,0.423564156843,0.175453007012
749,0.334060419445,0.309209268256
750,0.217249688089,0.305747874355
751,0.340193149024,0.318382285677
752,0.320065176082,0.323114433796
753,0.310088233927,0.264701135138
754,0.300239208345,0.225710695656
755,0.414200901773,0.269985218099
756,0.344004790268,0.207639669848
757,0.363376831141,0.258730898251
758,0.439902122324,0.193672915016
759,0.214654411532,0.278398193373
760,0.34071683063,0.287902336867
761,0.273472087088,0.234905996068
762,0.342143291985,0.294464229667
763,0.410102577151,0.291874812513
764,0.432407467234,0.252795489744
765,0.33087048807,0.388573481018
766,0.404634776243,0.178406608268
767,0.318394653084,0.316830815727
768,0.472073111492,0.236912306476
769,0.334625421261,0.362856117352
770,0.392677020948,0.233486620794
771,0.390573468919,0.203093106514
772,0.423913630141,0.237608657414
773,0.424636932875,0.225768309946

