#aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,effort,months,defects,risks
3.28576306326398,3.0,3.347027361084098,2.1305515938061528,4.0435266577839455,4.983816825163168,3.331683319679461,4.697979497695552,2.4326916399732132,4.329014084001202,2.4155885408712243,1.2280001852923834,4.523724108200333,1.3912987642665136,2.0,3.872335707777558,3.183712337261626,1.2771377538093676,9.809551936365622,2.06934632180167,3.6541571980117378,408.70306346655076,2.078883198994781,4.721205136934767,3.0386777185740614,1.1731163452237308,2.1041367918062086,17457.956068681346,69.67413550579866,15801.05265234145,1.876675603217158
3.4269367687662187,3.0,3.265427724539016,1.1693786081757915,2.030562160946924,3.8472832174385174,2.2940739795816762,3.352686211751795,2.180232119904958,3.1812842068009717,2.8650868229503583,2.0121078258362055,3.226452557618788,3.971553968323111,2.0,3.5384451649977575,3.0205857054284384,1.3437238216270684,8.003303255104395,2.071054672810936,3.670369450307996,102.00591649431169,1.5652744331118618,4.786863091746506,5.2338387378798,1.8273882098998522,4.084020193854867,7414.594343363629,57.02182421181483,7867.951045093478,1.3404825737265416
1.2747968964451024,3.0,3.401461459615758,1.322854889457711,1.8094240382860995,3.665562469125664,5.619554471319927,4.089240410183722,2.4144933759639415,1.7061321905891256,2.1940940023517603,2.2728347684968213,3.975399493894271,4.333259789756676,2.0,3.758623843294171,3.675386091188493,2.2016941108200454,6.589827324427722,3.0688131635253955,4.31857898099633,157.93019758953596,2.2058165336507853,4.9742855478569314,2.604865631300184,2.4769531523839228,3.229905841841044,12625.445081516167,70.30175134841238,5555.683118221796,0.2680965147453083
1.9577795579130561,3.0,5.941660686194361,2.7520219931818692,4.006078530241199,3.8105036433638944,2.9524876071312045,4.714707192919734,2.8361392117249054,4.926056956738881,2.752574614790765,3.229065341441021,1.145246133958946,3.803465914522879,2.0,3.684654166169323,3.281527144354074,4.009842747817267,7.580047236678763,2.8422401441595597,4.7522910795973985,118.03106162911264,3.2580631380986906,3.07268945771819,2.6279672922546977,2.481733429787159,4.5941804176107714,7416.971252751317,54.47072686135644,1821.939559293393,0.0
4.88125935638425,3.0,3.64181918883348,3.383819623198578,4.422981902050466,3.6398894135224222,5.3444896151894286,4.287411030658841,2.1657449792826515,4.485340038269363,2.773760255935318,1.5951621385165766,4.145014701728116,1.901111145600486,2.0,3.842320452987021,3.396348118752477,1.2032855960659212,8.063801034397654,2.0078226762717306,3.134968958959566,364.4214299487317,2.86628204015627,5.02806218652742,5.661402301377932,3.6610743756010486,4.400784652812661,22458.136374515092,73.41725848311397,5771.457884451987,0.5361930294906166
4.7361532021023915,3.0,4.343484820014386,2.073021919570181,1.4461920808988458,3.624129756888944,4.178909504589367,4.248871927704112,2.447044029203419,1.0325575904954674,2.3824920107254006,1.6553215055746118,1.8757236071532026,4.4269481796996475,2.0,3.2744654132322593,3.0546053210410777,1.1225810611629319,8.334610259389628,2.087861091567373,4.801809752181309,116.94463827612094,3.8690550747509698,3.0579888460818863,4.237966793956245,2.614570389172944,4.047229647658808,7985.786744865396,60.80517821898829,5672.628827176304,1.0723860589812333
5.881979255944173,3.0,5.838577303773746,5.752535296375201,2.105186503421591,3.838963355216543,4.4175895889261145,4.6738904253844735,2.2219747400171617,3.9294627967734344,2.447672296954027,2.2525401639257456,1.426520606673372,4.1763594225449765,2.0,3.9029393960025667,3.9380028887979717,1.6403996917387427,8.02442568914795,3.4664427499333708,4.876641447784332,33.75717773898188,2.7077335705904577,4.767270109061173,3.4408587756606415,3.073386915684126,3.829850573173004,2570.2097108739786,40.246612195239145,139.078187713901,0.0
3.469524295857177,3.0,5.816987956633756,5.129459999969749,4.429250033738353,3.914495448885704,2.3654977115279325,4.305369490388723,2.9709832559252742,1.4990024428198416,2.7261558110278563,1.6025208792705987,1.831564773404173,4.904916135882053,2.0,3.9348868988580703,3.035200222485338,2.763885552391217,5.855424456579012,3.9685254989070766,4.543742753721567,213.95908774599692,3.6338745951621014,3.7041943707230223,5.171439878446066,2.528849352669539,2.996816184750408,18825.007753597056,77.5019051850408,2288.428997173559,1.0723860589812333
4.404033357941935,3.0,5.955019867496658,2.560124346828955,1.4381280936568914,3.2229704289779866,4.865418876532862,3.6462676635577855,2.3630283590810053,1.0541679761911311,2.4959749963104496,4.329040997354065,1.978857635984657,4.503554623091471,2.0,3.6300075577245403,3.875679546443247,3.5407004087102356,4.284465322562969,1.5011402148780286,3.419631451471889,44.05398490780862,2.2818058849766114,4.677293791371921,4.23920095189482,4.52417096331401,2.8931220162372995,3148.371461261626,44.27156238000506,1132.8335251164044,0.0
3.609715957395231,3.0,5.8437610926320955,3.112294222393313,1.1494905011719134,4.064480234553051,2.479969991176686,4.430376805292395,2.8593276812337995,1.7956081588279198,2.4370482655067955,4.437074921554091,3.3244935195202605,3.8645734122498983,2.0,3.1988128022738556,3.724394293106628,1.640021223358075,3.3779672552196462,2.6892592554151458,4.017165542833773,410.19218009944325,3.483532318888206,4.538486039316311,3.68959865526076,3.789398977442189,3.249902730413099,34550.085246119364,92.44925468029217,11507.546607903532,0.0
2.226693577706797,3.0,5.565972670461234,2.647936214478181,4.67313928569307,3.485267316349715,4.962657813554713,4.528872613150506,2.389436814341928,3.9276458837947277,2.3616993910628326,4.4531839380984195,2.2054709985992127,1.46520657945028,2.0,3.659694480497296,3.884084374429217,2.856565010716326,7.280534331037104,1.4078032304065617,3.121099404217217,22.257053306730775,1.7299096211563287,4.395579423244304,2.5361476414265613,1.2468858668767697,4.18026644419765,1717.0437369321567,34.979775683861604,533.4483041731071,0.5361930294906166
1.4278733407488844,3.0,4.555494197094296,5.22708787197379,1.5814845053659652,3.072954305637382,3.5750386345081013,3.0195095826453633,2.678308315910864,3.1918825953101426,2.750009081851822,4.051286918261452,2.6400508410454955,1.5504456796707444,2.0,3.292190169692449,3.5759143587156172,2.2255506178715,7.280456732193019,3.637865547081459,4.526520878022389,294.45354869283136,1.5158716281107147,1.508714485775874,2.9127589589103677,1.0336124896352001,2.140618274221665,17490.791704351395,74.30612305870872,13656.609534470863,0.0
4.915053918539672,3.0,3.0358369491770936,5.490812382311771,3.8403974725600554,4.580294099545212,4.745236893281298,4.464682825453475,2.30434227216604,4.994600225765067,2.0225962345909956,1.961727614115389,2.6986855617550756,1.2507535280681035,2.0,3.375104885206343,3.9055891128375597,3.8708946841836145,5.870021834470802,2.5451624122574388,3.2742354760955026,247.87669621871854,3.4156926166507504,4.410442921472443,5.9899737537974636,4.891036018909633,3.4665239404741266,13141.00184374588,62.62862023000781,697.6383311901118,0.5361930294906166
3.7612232852662846,3.0,3.164940361848792,3.8081704318430436,2.8462173045526438,4.071510436001699,3.935516736798178,4.2595358387079045,2.4459637446728046,1.9556383962590553,2.0662834479377077,3.8422348034969187,1.3335411698326518,3.5561910482401378,2.0,3.21056257904936,3.287414853488447,3.029638460225521,7.3975976732759685,2.3918673474284615,3.990599425698636,300.6341885036258,2.187042234899957,2.3632937550311297,3.274551641033047,1.6211860234856688,2.1410207711637415,22280.091034926227,83.18632112710684,7006.893857372235,0.0
5.01986415230492,3.0,3.337207994568405,3.7792727922590883,4.607670809800467,4.371775674456515,1.6158809153834572,3.955480039424876,2.0409512907683043,3.075310382475924,2.0015051662832652,2.010506216361585,1.139808805053765,4.7439856076791,2.0,3.797233056565175,3.2962091757961662,4.123469966439375,7.513277198065137,2.5869248618431264,4.92230625452779,190.3400493268678,1.4496373272729564,5.538354832520584,5.612166706482453,4.660494212211034,3.613332397857645,12519.48098787896,63.780478102354884,927.6004811252801,0.0
4.371606080710077,3.0,4.06401479307641,3.2327519881782134,2.6381268499093213,3.123704770323838,3.70798383249949,3.48331068040821,2.793096030991924,1.0268613459317133,2.112410490394452,1.8032190557109424,2.276527544680194,2.715688211332208,2.0,3.481608245810363,3.910749482321571,4.270038842087171,9.775791270755724,3.3318295194167313,4.421028592038634,403.2106947088679,2.5958264220640648,5.935547641937354,3.0333406772071,3.480759643882894,2.8461631076842435,24438.219528930236,83.8262859453944,5705.7847645926595,0.5361930294906166
2.464413451005884,3.0,5.529834106971151,1.889125863856074,2.213560481558565,3.157927490605953,1.0931985888042468,4.069823499821747,2.347178102647959,3.293411056719397,2.7207940038903784,2.7833499112172717,3.341187356119729,2.720979846618373,2.0,3.7509014227960256,3.92644594382205,3.7764782516740283,4.195684646721566,3.79602607156037,4.564878317460703,89.26211321236771,3.6421633490291097,4.653054638124321,4.411528863082603,4.418686166779016,3.131498002931607,6557.288397514021,53.01412853354963,2608.225845648882,0.0
5.4238610227860535,3.0,4.0013878735485555,3.4601891617014733,4.501504331168266,3.4808796597556344,3.4038716302485845,4.747325824329972,2.7812095206076375,4.916327830404972,2.184775441591643,1.245416032227379,1.0477864679261608,2.404566817214283,2.0,3.699158603149521,3.699512506494967,1.431463026718772,9.360289124184195,1.0195663179742933,3.430049513506371,324.76839800400586,1.6725640714107826,3.100292668791857,2.0913432279579514,3.93771744384443,3.08009422049763,20960.985311990862,74.6611226145892,6045.193918524317,0.8042895442359249
5.553710592628533,3.0,3.3592080489322087,1.277962731632846,1.9685431064688,4.364336109917734,1.790040384686146,3.4839716613856813,2.0169370072357826,3.22352774613697,2.131525459285262,1.5683637720633432,1.6550270506275373,3.9329775764099733,2.0,3.973258331365198,3.7968650745829895,3.259151775879979,6.170825624695141,2.8786707366388002,3.485127860541644,272.89834203118306,2.579752340630926,1.1022551593569099,2.8882691830694127,1.5233901791394717,3.905468962321628,22880.466793873464,82.8877259438484,17875.46013012863,2.1447721179624666
3.5712419469347165,3.0,4.029737442093674,5.172191660466026,1.9932627476336973,3.4025251751349006,1.0469575284036723,4.4408395310203765,2.7254431664119694,2.338996663492322,2.8018796568576727,2.3303245450909857,4.359470527477436,1.8585335687387796,2.0,3.229780267484723,3.2091980143493766,4.442697768163155,6.166055398638778,3.7809230668379796,3.8742715069791993,197.87936395894852,2.1855317026615957,1.5735309158755009,4.678892125036958,4.8282536852101146,3.6190174462215774,15241.229207834049,67.5397820483518,4483.42518372452,0.0
5.0493087920132735,3.0,5.0819747901767585,5.083301358484378,1.6855536678978313,4.124945778068275,2.3457589891327544,4.651845852057033,2.5996058738502743,1.1760103412133485,2.143089596813387,2.3558234427233287,1.544571843881514,2.383023896321668,2.0,3.1082424258074797,3.9064795145706497,2.9933595627525937,9.746710107379277,1.0703719095625475,3.032253824325574,273.27928586191786,1.7883277206723553,2.6133230210682252,2.9725627781009094,2.036587980807023,4.4054024247136105,18032.12024958521,78.89063179831281,22870.71169724628,0.2680965147453083
1.4326796353272528,3.0,3.580446113166221,2.331998725132549,3.100200738646768,4.8871732655487765,5.538845625478473,4.612966679301437,2.480217460270976,1.1234700381574858,2.5570224211556063,2.840652645747668,2.9120728554432573,4.694762337473281,2.0,3.1509307457511433,3.766185030618504,1.656545614241265,9.27519486256569,1.4391011298433811,4.940174072189505,233.84770442565917,2.6823418938164583,1.2690709501140347,4.0739261721252795,4.574268940937722,3.803799585413878,12792.867343303438,64.95956882407557,4648.0570483594865,0.0
3.05949047707527,3.0,5.879770569884201,1.8652542616276842,2.217175063891121,4.757538056737135,3.882985200477628,3.336659504736346,2.655402100709659,1.6847787945097767,2.2997874702756826,1.587933117183299,4.435698382370276,4.96481802470176,2.0,3.7951602312256223,3.2981587294803694,4.418831822182566,9.126186391019601,3.5310572849004513,3.592002617971527,138.03628774383995,2.869330586760561,5.636973589666925,5.911566200410288,4.189030520069284,3.318930975851879,8311.54744965763,56.0949845640812,3622.100811744577,0.5361930294906166
